x0,I_ratio,δx0
415.728637932622,1.667139332536622,0.012947167239815371
419.66930265041077,1.5376015182243368,0.02000699529276062
426.2412350284364,1.4358982261553745,0.16233221763758365
433.34238677070056,0.9297012074845787,-0.26607345562342744
284.06871709622595,4.012118663084938,-319.19823163545806
655.9946674444874,0.14696463516302213,-0.0011632541534254415
626.3296492997413,0.9316818102026106,-48.729476533901334
686.9466056468852,1.495738112425066,0.09034584564506076
696.2230493537927,1.7836762346488417,0.008913567876447814
702.6121166293282,1.4069144453253546,0.04524946393689788
706.4252218105312,1.7688249405402192,0.0004949634387685364
714.4042572835772,3.120248980566039,-0.0207603373156644
726.9584464191538,2.657180725088383,0.008852691955098635
738.0076504914789,1.7426303606214781,0.0036929151685853867
750.4560313031642,1.3311499161902953,0.08505329055299171
763.1073893629646,1.0578797910336109,0.005476818682041085
771.9865665270455,1.6706356220940306,0.0019022041336711482
794.3493653429026,1.3233703536735675,-0.003221299338406425
800.5987382962753,1.6449085498125997,-0.15829115544272554
810.8781492357724,1.3585637503639685,-0.02704957197454405
825.914613360885,2.0861068554657485,0.03382567812423076
841.4525105907203,1.7619366099733282,-0.09541072586443988
