x0,I_ratio,δx0
415.7188419913167,-164.65787922497194,22.958859212033587
419.668769638848,57.714038809520616,14.082794496945098
426.23160579510517,-60.05630814468043,-2.056920905486834
433.2831913628276,-13.438443577555729,13.693246095133247
283.1098665165445,77.8792600873282,-310.2530225526364
630.2227575339527,31.79235561728478,6.910574092267211
686.9365000599806,56.17828557998102,13.29236387150172
696.2194707263121,-17.788095266048693,-3136.4918119251797
702.6062575586939,-62.9132789001163,100.89293125106678
706.4213141574352,-1016.035042143383,-2.783101695091318
714.3997965263292,90.46196933738555,-3.3498859470744264
726.9572367507939,901.8826017030256,2.3237975441647905
738.0054123704888,841.1552613449015,3.5285483438794927
750.4657330477693,1498.5793702245421,4.996208533720278
763.1039635190021,1013.6504962546846,4.594996674360232
771.9830129322615,930.3660743884922,-2.3421443744009594
794.3462556831103,375.94292263519617,6.309628766091578
800.5855509795875,563.6386669703538,-4.441572282162269
810.8826132514689,1296.8372571320444,-7.973058242520324
825.9124355228444,688.5938329563234,-1.2244133603815044
841.4545385832115,167.58668102890778,-1.489399845603316
