x0,I_ratio,δx0
415.7263486361503,0.862085088104941,0.006633182466885046
419.66308539155807,0.9080380151870934,-0.005934135742165836
426.2056807753141,0.9466693084721463,-0.054852011789819244
433.36156166308297,0.9310912004292891,0.03576978640194284
288.1960805290865,0.7226131411791696,3.3431925924647317
655.9974250960132,1.516684043676461,-0.0026553345992397226
626.1605352983647,0.8162812821956531,-1.9317280681452758
686.9537375821733,0.9161691735312691,0.006622553996066927
696.219832260347,0.7325396929079292,-0.0002705157240825429
702.6117252723848,0.8567200146520015,0.014839511254081117
706.4254746179859,0.7218843466216514,0.004737016880085321
714.4109183290473,0.7574145495416641,0.010741717931409767
726.9573091996067,0.7631876485957892,-0.00047281802073939616
738.002706567108,0.7691915455094048,-0.003889375301923792
750.4353067138454,0.8673393663651909,-0.032918595569299214
763.1044801050114,0.7728499890723174,0.00045279799758191075
771.9857306342365,0.7401686249881867,0.0018130988476059429
794.3505596529649,0.759343426086288,0.0027655642907120637
800.5983681150404,0.7686820859122279,-0.019995196249510627
810.8786214707784,0.8200859449112401,0.0017091303845973016
825.9113217584081,0.7834407308425623,-0.001450173269518018
841.4615616995461,0.8118652422191568,0.033226828987722
