x0,I_ratio,δx0
415.71825057837833,-147.46812531468336,12.874859815875425
419.6708094849916,-173.27964397511658,202.27830694870588
426.236179777819,-62.70675779499074,-13.32316631836511
433.2880251162117,-63.464912691037014,-55.279799928092814
279.51098452987105,101.69419495113195,943.6651056265074
629.4995108861312,6.137456638180827,-22.764509337324057
686.9396332391236,-8.718033099588704,35.02867909423139
696.2201483850828,396.15014218231244,-75.00674093368445
702.609686429952,63.3218102669801,3.402919860856514
706.4210136145832,-1245.5381614405408,-2.692218663261542
714.3965601844559,0.48844059467556905,-6.8442746322987205
726.9550994042102,0.5659644278594854,55.743351119689805
738.0051033374427,1047.6065439514475,3.5352746609964925
750.4662208969395,2930.3469303594575,4.2246082418741935
763.1022471352702,755.8697269235302,4.661691728898177
771.9835988554478,8.795222647614713,-0.006683118609430494
794.3464923525887,984.3861227087742,5.9713897177238096
800.5746059778402,880.0881655278877,-4.71621855423416
810.8770388058402,3499.141934848687,6.799542368069069
825.9115900841683,413.5244926638663,7.250964214562032
841.4493995781755,310.7471595469977,-1.8506174599936003
