x0,I_ratio,δx0
415.7214343348595,-135.36877274017922,14.64029748811862
419.66901789032363,51.3306502472316,4.254456508080239
426.23304593722975,-98.50733377139093,-62.031953712643144
433.2948701599207,-33.77736081683092,-5.664691113661547
283.04245344737257,176.44088010626248,-282.3213328725191
630.6185974948529,23.002415913495504,6.63249368508616
686.9373502811515,44.86640682749363,516.4788415629971
696.2207568086359,235.2491189573538,19.475905996784263
702.6054159641486,171.29662904105322,1.6822995510793817
706.4234922615345,562.986034352854,6.511619243184214
714.4022881445444,56.03784795524199,-83.37882227741818
726.9590992996592,278.28018372751166,5.032440349828789
738.007178493775,967.2541865126296,3.5091087470744924
750.4664398628986,796.2667029938254,4.983301516763731
763.1041710619928,1182.3937455285698,3.7125502768020624
771.9843071817097,754.7392913996556,-2.059859840873173
794.3475389551365,331.032652505349,6.040631257120481
800.5879911595496,734.8801526986535,-3.431973782443606
810.8838672304466,1219.1736135848141,5.569512830323333
825.9103643740883,202.17050897727538,5.543726688094807
841.4591077080023,177.2037123683856,-2.5278028890699034
